folder,album_artist,album,current_genre,tracks,new_genre,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\5.1 Box sets - Compilation\2007 The Complete On The Corner Sessions (6 CD) @320\CD3,Miles Davis,The Complete On The Corner Sessions (Disc 3),Fusion,6,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\5.1 Box sets - Compilation\2007 The Complete On The Corner Sessions (6 CD) @320\CD4,Miles Davis,The Complete On The Corner Sessions (Disc 4),Fusion,2,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\5.1 Box sets - Compilation\2007 The Complete On The Corner Sessions (6 CD) @320\CD5,Miles Davis,The Complete On The Corner Sessions (Disc 5),Fusion,6,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\5.1 Box sets - Compilation\2007 The Complete On The Corner Sessions (6 CD) @320\CD6,Miles Davis,The Complete On The Corner Sessions (Disc 6),Fusion,7,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\5.1 Box sets - Compilation\2006 The Complete Legendary Prestige Quintet Sessions (4 CD) @320\CD3,Miles Davis,The Legendary Prestige Quintet Sessions Disc 3,Jazz,10,Jazz,
"Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\1.3 Studio albums - Columbia Warner Bros., 1981–1991\1981 The Man With The Horn @320",Miles Davis,The Man With The Horn,,6,Jazz,
"Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\1.3 Studio albums - Columbia Warner Bros., 1981–1991\1981 The Man With The Horn @320",Miles Davis,The Man With The Horn,,6,Jazz,
"Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\1.1 Studio albums - Prestige-Debut, 1945–1961\1955 Musings of Miles @320",Miles Davis,The Musings Of Miles,Jazz,6,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - The New Miles Davis Quintet (1955),Miles Davis,The New Miles Davis Quintet,,6,Jazz,
"Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\1.1 Studio albums - Prestige-Debut, 1945–1961\1955 The New Miles Davis Quintet @320",Miles Davis,The New Miles Davis Quintet,Jazz,6,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\1996 This is Jazz (Miles Davis acoustic) @320,Miles Davis,This is Jazz (miles davis acoustic),Jazz,9,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1994 Time After Time (2 CD) @320\CD2,Miles Davis,Time After Time (Disk 2),Jazz,5,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1994 Time After Time (2 CD) @320\CD2,Miles Davis,Time After Time (Disk 2),Jazz,5,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1994 Time After Time (2 CD) @320\CD1,Miles Davis,Times After Time (Disk 2),Jazz,7,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1994 Time After Time (2 CD) @320\CD1,Miles Davis,Times After Time (Disk 2),Jazz,7,Jazz,
"Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\1.3 Studio albums - Columbia Warner Bros., 1981–1991\1986 Tutu @320",Miles Davis,Tutu,Fusion,8,Jazz,
"Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\1.3 Studio albums - Columbia Warner Bros., 1981–1991\1986 Tutu @320",Miles Davis,Tutu,Fusion,8,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\1953 Miles Davis Vol 2 (CD3 Great Sessions) @320,Miles Davis,Volume Two,Jazz,11,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\1952 Miles Davis Vol 1 (CD2 Great Sessions) @320,Miles Davis,VolumeOne,Jazz,15,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Walkin' (1954),Miles Davis,Walkin',,5,Jazz,
"Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\1.2 Studio albums - Columbia, 1955–1974\1967 Water Babies @320",Miles Davis,Water Babies,,6,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1981 We Want Miles (2 CD Extended) @320\CD1,Miles Davis,We Want Miles (Disc 1),,6,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1981 We Want Miles (2 CD Extended) @320\CD1,Miles Davis,We Want Miles (Disc 1),,6,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1981 We Want Miles (2 CD Extended) @320\CD2,Miles Davis,We Want Miles (Disc 2),,3,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1981 We Want Miles (2 CD Extended) @320\CD2,Miles Davis,We Want Miles (Disc 2),,3,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1971 What I Say Vol 1 (Miles Davis Septet 1970-71) @320,Miles Davis,What I Say  (Vol. 1),Jazz,5,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1971 What I Say Vol 1 (Miles Davis Septet 1970-71) @320,Miles Davis,What I Say  (Vol. 1),Jazz,5,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1971 What I Say Vol 2 (Miles Davis Septet 1970-71) @320,Miles Davis,"What I Say, Vol. 2",Fusion,6,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1971 What I Say Vol 2 (Miles Davis Septet 1970-71) @320,Miles Davis,"What I Say, Vol. 2",Fusion,6,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\2001 Young Miles (4 CD 1945-1950) @320\CD1 (Milestones),Miles Davis,Young Miles (CD1),Jazz,24,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\2001 Young Miles (4 CD 1945-1950) @320\CD2 (Enter the Cool),Miles Davis,Young Miles (CD2),Jazz,20,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\2001 Young Miles (4 CD 1945-1950) @320\CD3 (Boplicity),Miles Davis,Young Miles (CD3),Jazz,21,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\2001 Young Miles (4 CD 1945-1950) @320\CD4 (Conception),Miles Davis,Young Miles (CD4),Jazz,17,Jazz,
"Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\1.3 Studio albums - Columbia Warner Bros., 1981–1991\1985 You're Under Arrest @320",Miles Davis,You're Under Arrest,,9,Jazz,
"Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\1.3 Studio albums - Columbia Warner Bros., 1981–1991\1985 You're Under Arrest @320",Miles Davis,You're Under Arrest,,9,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\4 Soundtracks\1987 Music From Siesta @320,Miles Davis - Marcus Miller,Music From Siesta,,10,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\4 Soundtracks\1987 Music From Siesta @320,Miles Davis - Marcus Miller,Music From Siesta,,10,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1961 Concierto de Aranjuez (Carnegie Hall Davis & Gil Evans) @320,Miles Davis & Gil Evans,Concierto de Aranjuez - Carneg,Other,4,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1961 Concierto de Aranjuez (Carnegie Hall Davis & Gil Evans) @320,Miles Davis & Gil Evans,Concierto de Aranjuez - Carneg,Other,4,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - John Coltrane (1994),Miles Davis & John Coltrane,Live In New York,,6,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\5.1 Box sets - Compilation\2004 Miles Davis & John Coltrane (6 CD) @320\CD2,Miles Davis & John Coltrane,Miles Davis & John Coltrane CD2,,12,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\5.1 Box sets - Compilation\2004 Miles Davis & John Coltrane (6 CD) @320\CD3,Miles Davis & John Coltrane,Miles Davis & John Coltrane CD3,,10,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\5.1 Box sets - Compilation\2004 Miles Davis & John Coltrane (6 CD) @320\CD6,Miles Davis & John Coltrane,Miles Davis & John Coltrane CD6,,4,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\4 Soundtracks\1991 Dingo (Miles Davis & Michel Legrand) @320,Miles Davis & Michel Legrand,Dingo,Jazz,16,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\4 Soundtracks\1991 Dingo (Miles Davis & Michel Legrand) @320,Miles Davis & Michel Legrand,Dingo,Jazz,16,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1991 Live At Montreux (Miles Davis & Quincy Jones) @320,Miles Davis & Quincy Jones,Live At Montreux,Jazz,16,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1991 Live At Montreux (Miles Davis & Quincy Jones) @320,Miles Davis & Quincy Jones,Live At Montreux,Jazz,16,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1960 Live in Stockholm (Miles Davis & Sonny Stitt)(2 CD) @320\CD1,Miles Davis & Sonny Stitt,Live In Stockholm 1960 CD 1,Jazz,6,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1960 Live in Stockholm (Miles Davis & Sonny Stitt)(2 CD) @320\CD1,Miles Davis & Sonny Stitt,Live In Stockholm 1960 CD 1,Jazz,6,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1963 Live At Newport (with Thelonious Monk) @320,Miles Davis & Thelonious Monk,Live at Newport - Disc 2,Jazz,6,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1963 Live At Newport (with Thelonious Monk) @320,Miles Davis & Thelonious Monk,Live at Newport - Disc 2,Jazz,6,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Thelonious Monk (1964),Miles Davis & Thelonious Monk,Miles & Monk At Newport,,6,Jazz,
"Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\1.1 Studio albums - Prestige-Debut, 1945–1961\1954 Walkin - Miles Davis All Stars @320",Miles Davis All Stars,Walkin',Jazz,5,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1960 Live in Stockholm (Miles Davis & Sonny Stitt)(2 CD) @320\CD2,Miles Davis and Sonny Stitt,Live in Stockholm 1960 CD 2,,6,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1960 Live in Stockholm (Miles Davis & Sonny Stitt)(2 CD) @320\CD2,Miles Davis and Sonny Stitt,Live in Stockholm 1960 CD 2,,6,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1953 At Last! (Miles Davis with The Lighthousec All Stars) @320,Miles Davis and the Lighthouse All-Stars,At Last!,Jazz,5,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1953 At Last! (Miles Davis with The Lighthousec All Stars) @320,Miles Davis and the Lighthouse All-Stars,At Last!,Jazz,5,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\5.1 Box sets - Compilation\2006 The Complete Legendary Prestige Quintet Sessions (4 CD) @320\CD4,Miles Davis Quintet,Legendary Sessions,Jazz,7,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1960 Live in Den Haag (1960 Lone Hill Jazz) @320,Miles Davis Quintet,Live In Den Haag,Jazz,10,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1960 Live in Den Haag (1960 Lone Hill Jazz) @320,Miles Davis Quintet,Live In Den Haag,Jazz,10,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\1998 The Complete Columbia Studio Recordings (6 CD 1965-1968) @320\CD1,Miles Davis Quintet,The Complete Columbia Studio Recordings 1 (CD 1),Jazz,11,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\1998 The Complete Columbia Studio Recordings (6 CD 1965-1968) @320\CD2,Miles Davis Quintet,The Complete Columbia Studio Recordings 1 (CD 2),Jazz,11,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\1998 The Complete Columbia Studio Recordings (6 CD 1965-1968) @320\CD4,Miles Davis Quintet,The Complete Columbia Studio Recordings 1 (CD 4),Jazz,8,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\1998 The Complete Columbia Studio Recordings (6 CD 1965-1968) @320\CD6,Miles Davis Quintet,The Complete Columbia Studio Recordings 1 (CD 6),Jazz,6,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\1998 The Complete Columbia Studio Recordings (6 CD 1965-1968) @320\CD5,Miles Davis Quintet,The Complete Columbia Studio Recordings 1965-1968 Disc 5,Jazz,9,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1983 Live In Poland (2 CD Miles Davis Septet) @320\CD1,Miles Davis Septet,Live In Poland (CD1),Jazz,7,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1983 Live In Poland (2 CD Miles Davis Septet) @320\CD1,Miles Davis Septet,Live In Poland (CD1),Jazz,7,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1983 Live In Poland (2 CD Miles Davis Septet) @320\CD2,Miles Davis Septet,Live In Poland (CD2),Jazz,9,Jazz,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 2\2 Live albums\1983 Live In Poland (2 CD Miles Davis Septet) @320\CD2,Miles Davis Septet,Live In Poland (CD2),Jazz,9,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Gil Evans (1996),"Miles Davis, Gil Evans",Miles Davis & Gil Evans: The Complete Columbia Studio Recordings 1959 - 1963 (Box-Set) [CD 6],,122,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - John Coltrane (1960),"Miles Davis, John Coltrane",Live in Den Haag,,10,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Milt Jackson (1955),"Miles Davis, Milt Jackson",Quintet & Sextet,,4,Jazz,
Y:\Lee Scratch Perry\Miles Davis\Miles Davis - Sonny Rollins (1951),"Miles Davis, Sonny Rollins",Dig,,7,Jazz,
Y:\Mink DeVille\Mink DeVille - Coup De Grace (Expanded)(1998),Mink DeVille,Coup De Grace (Expanded),,11,,
Y:\Compilations\Various Artists - LateNightTales - Fatboy Slim (2007),Mink DeVille,LateNightTales - Fatboy Slim,,26,,
Y:\Mink DeVille\Mink DeVille - Le Chat Bleu (Expanded)(2003),Mink DeVille,Le Chat Bleu (Expanded),,20,,
Y:\Mink DeVille\Mink DeVille - Where Angels Fear To Tread (Expanded)(1983),Mink DeVille,Where Angels Fear To Tread (Expanded),,11,,
Y:\Minor Victories\Minor Victories - Minor Victories (2016),Minor Victories,Minor Victories,,10,,
Y:\Mirel Wagner\Mirel Wagner - When The Cellar Children See The Light Of Day (2014),Mirel Wagner,When The Cellar Children See The Light Of Day,,10,,
Y:\Compilations\Various Artists - Fabriclive 09 - Jacques Lu Cont (2003),Mirwais ft.Craig Wedren,Fabriclive 09 - Jacques Lu Cont,,19,,
Y:\Compilations\Various Artists - Quentin Tarantino Hit Collection (2000),Misirlou,Quentin Tarantino Hit Collection,,22,,
Y:\Mississippi Fred Mcdowell\Mississippi Fred Mcdowell - Mississippi John Hurt (2010),Mississippi Fred Mcdowell,ABC of the Blues [52-CD Box Set]  [CD 33],,20,Blues,
Y:\Mitski\Mitski - Be The Cowboy (2018),Mitski,Be The Cowboy,Indie Rock,14,,
Y:\Mitski\Mitski - Bury Me At Makeout Creek (Deluxe Edition) (2014),Mitski,Bury Me At Makeout Creek (Deluxe Edition),"indie rock, DIY, singer-songwriter",14,,
Y:\Mitski\Mitski - Puberty 2 (2016),Mitski,Puberty 2,Indie Rock,11,,
Y:\Moderat\Moderat - II (Deluxe Edition) (2013),Moderat,II (Deluxe Edition),,12,,
Y:\Moderat\Moderat - III (2016),Moderat,III,Electronic,9,,
Y:\Moderat\Moderat - Moderat (2009),Moderat,Moderat,,15,,
"Y:\Mogwai\Mogwai - Come On Die Young (2014, Reissue) (1999)",Mogwai,"Come On Die Young (2014, Reissue)",,27,Rock,
Y:\Mogwai\Mogwai - Government Commissions (2005),Mogwai,Government Commissions: BBC Sessions 1996–2003,,10,Rock,
Y:\Mogwai\Mogwai - Happy Songs For Happy People (2003),Mogwai,Happy Songs For Happy People,,9,Rock,
Y:\Mogwai\Mogwai - Les Revenants (2013),Mogwai,Les Revenants,,14,Rock,
Y:\Mogwai\Mogwai - Rave Tapes (2014),Mogwai,Rave Tapes,,10,Rock,
Y:\Mogwai\Mogwai - Special Moves (2010),Mogwai,Special Moves,,6,Rock,
Y:\Mogwai\Mogwai - Young Team (1997),Mogwai,Young Team,,10,Rock,
Y:\Mogwai\Mogwai - Zidane A 21st Century Portrait (2006),Mogwai,Zidane: A 21st Century Portrait,,10,Rock,
Y:\Molly Drake\Molly Drake - Molly Drake (Limited Edition) (2011),Molly Drake,Molly Drake (Limited Edition),Pop,19,,
Y:\Monty Python\Monty Python - Life of Brian (1979),Monty Python,Life of Brian,,37,,
Y:\Monty Python\Monty Python - Matching Tie and Handkerchief (1973),Monty Python,Matching Tie and Handkerchief,,16,,
Y:\Monty Python\Monty Python - The Final Rip Off (1987),Monty Python,The Final Rip Off [CD 2],,50,,
Y:\Moon Duo\Moon Duo - Catch As Catch Can  Set It On Fire (2010),Moon Duo,Catch As Catch Can / Set It On Fire,,2,Rock,
Y:\Moon Duo\Moon Duo - Circles (2012),Moon Duo,Circles,Blues,7,Rock,
Y:\Moon Duo\Moon Duo - Circles (Australia and New Zealand Edition) (2012),Moon Duo,Circles (Australia and New Zealand Edition),,2,Rock,
Y:\Moon Duo\Moon Duo - Circles Remixed (2013),Moon Duo,Circles Remixed,,8,Rock,
Y:\Moon Duo\Moon Duo - Escape (2010),Moon Duo,Escape,,4,Rock,
Y:\Moon Duo\Moon Duo - Jukebox Babe  No Fun (2018),Moon Duo,Jukebox Babe / No Fun,Indie / Psychedelic Rock / Space Rock / Shoegaze,2,Rock,
Y:\Moon Duo\Moon Duo - Killing Time (EP) (2009),Moon Duo,Killing Time (EP),,4,Rock,
Y:\Moon Duo\Moon Duo - Live In Ravenna (EP) (2014),Moon Duo,Live In Ravenna (EP),,7,Rock,
Y:\Moon Duo\Moon Duo - Love On The Sea (EP) (2009),Moon Duo,Love On The Sea (EP),,2,Rock,
Y:\Moon Duo\Moon Duo - Mazes (2011),Moon Duo,Mazes,,8,Rock,
"Y:\Moon Duo\Moon Duo - Occult Architecture, Vol. 1 (2017)",Moon Duo,"Occult Architecture, Vol. 1",,7,Rock,
Y:\Moon Duo\Moon Duo - Shadow Of The Sun (2015),Moon Duo,Shadow of the Sun,Indie,10,Rock,
Y:\Moon Duo\Moon Duo - Stars Are the Light (2019),Moon Duo,Stars Are the Light,Psychedelic Rock,8,Rock,
Y:\Moondog\Moondog - Moondog (1956),Moondog,Moondog,Blues,14,Rock,
"Y:\Moondog\Moondog - Moondog And His Friends (2006, Reissue) (1953)",Moondog,"Moondog And His Friends (2006, Reissue)",Blues,14,Rock,
Y:\Moondog\Moondog - Moondog And His Honking Geese (1955),Moondog,Moondog And His Honking Geese,Blues,4,Rock,
"Y:\Moondog\Moondog - More Moondog (Remastered, 2009) (1991)",Moondog,"More Moondog (Remastered, 2009)",,30,Rock,
Y:\Morcheeba\Morcheeba - Big Calm(1998),Morcheeba,Big Calm,,12,Rock,
Y:\Morcheeba\Morcheeba - Who Can You Trust_(1996),Morcheeba,Who Can You Trust?,,12,Rock,
Y:\Morrissey\Morrissey - Bona Drag (1990),Morrissey,Bona Drag,Blues,14,Rock,
Y:\Morrissey\Morrissey - Maladjusted (1997),Morrissey,Maladjusted,,11,Rock,
Y:\Morrissey\Morrissey - Vauxhall and I (1994),Morrissey,Vauxhall and I,,11,Rock,
"Y:\Morrissey\Morrissey - Viva Hate (2012, Remaster) (1988)",Morrissey,"Viva Hate (2012, Remaster)",Blues,12,Rock,
Y:\Morrissey\Morrissey - You Are The Quarry (2004),Morrissey,You Are The Quarry (Deluxe Edition) [CD 1],,21,Rock,
Y:\Moses Sumney\Moses Sumney - Aromanticism (2017),Moses Sumney,Aromanticism,,11,,
Y:\Motohiro Nakashima\Motohiro Nakashima - We Hum On The Way Home (2009),Motohiro Nakashima,We Hum On The Way Home,,11,,
Y:\Motorhead\Motorhead - Ace Of Spades (1980),Motorhead,Ace Of Spades,,24,,
Y:\Motorhead\Motorhead - Bomber (1996 Uk Reissue) (1979),Motorhead,Bomber (1996 Uk Reissue),,15,,
Y:\Motorhead\Motorhead - Overkill (1996 Uk Reissue) (1979),Motorhead,Overkill (1996 Uk Reissue),,15,,
Y:\Muddy Waters\Muddy Waters - Junior Wells (2010),Muddy Waters,ABC of the Blues [52-CD Box Set]  [CD 47],,20,Blues,
Y:\William Parker\William Parker - David S. Ware (2011),"Muhammad Ali, William Parker, Cooper-Moore, David S. Ware",Planetary Unknown,,7,,
Y:\Mulatu Astatke\Mulatu Astatke - Ethiopiques Vol. 4 Ethio Jazz & Musique Instrumentale (1969-1974) (1998),Mulatu Astatke,Ethiopiques Vol. 4: Ethio Jazz & Musique Instrumentale (1969-1974),,14,,
Y:\John Cale\John Cale - Music For A New Society(1982),Music For A New Society,Music For A New Society,,11,,
"Y:\My Bloody Valentine\My Bloody Valentine - Isn't Anything (2012, Remastered) (1988)",My Bloody Valentine,"Isn't Anything (2012, Remastered)",,12,,
Y:\My Bloody Valentine\My Bloody Valentine - Loveless(1991),My Bloody Valentine,Loveless,,11,,
Y:\My Bloody Valentine\My Bloody Valentine - m b v (2013),My Bloody Valentine,m b v,,9,,
Y:\N.W.A\N.W.A. - Straight Outta Compton (1988),N.W.A.,Straight Outta Compton,,13,,
Y:\Nadine Shah\Nadine Shah - Holiday Destination (2017),Nadine Shah,Holiday Destination,Alternative,10,,
Y:\Nadine Shah\Nadine Shah - Love Your Dum And Mad (2013),Nadine Shah,Love Your Dum And Mad,,11,,
Y:\Compilations\Various Artists - Tarantino Experience (2CD) (2008),Nancy Sinatra,Tarantino Experience (2CD),,24,,
Y:\Nancy Sinatra\Nancy Sinatra - The Essential Nancy Sinatra(2006),Nancy Sinatra,The Essential Nancy Sinatra,Pop,26,,
Y:\Nancy Sinatra & Lee Hazlewood\Fairy Tales and Fantasies_ The Best of Nancy and Lee (1989),Nancy Sinatra & Lee Hazlewood,Fairy Tales and Fantasies: The Best of Nancy and Lee,,15,,
Y:\Nancy Sinatra Lee Hazlewood\Nancy Sinatra Lee Hazlewood - The Best Of Nancy And Lee(1989),"Nancy Sinatra, Lee Hazlewood",The Best Of Nancy And Lee,,15,,
Y:\Nat King Cole\Nat King Cole - After Midnight The Complete Session (1956),Nat King Cole,After Midnight: The Complete Session,,18,,
"Y:\Nat King Cole\Nat King Cole - Cool Cole The King Cole Trio Story (4CD, Box-Set) (2001)",Nat King Cole,"Cool Cole: The King Cole Trio Story (4CD, Box-Set) [CD 3]",,104,,
Y:\Nathaniel Rateliff And The Night Sweats\Nathaniel Rateliff And The Night Sweats - Nathaniel Rateliff And The Night Sweats (2015),Nathaniel Rateliff And The Night Sweats,Nathaniel Rateliff And The Night Sweats,Blues,11,,
Y:\Aphex Twin\Aphex Twin - Various Artists (2003),Nav Katze,Aphex Twin: 26 Mixes For Cash (CD 1),,26,,
Y:\Compilations\Various Artists - Fabric 11 Swayzak (2003),Negativeland,Fabric 11: Swayzak,,15,,
Y:\Neil Young\After the Gold Rush (1970-09-19),Neil Young,After the Gold Rush,,11,,
Y:\Neil Young\Neil Young - Harvest (1972),Neil Young,Harvest,,10,,
Y:\Neil Young\Neil Young - Neil Young (1968),Neil Young,Neil Young,,10,,
Y:\Neil Young\On the Beach (1974-07-19),Neil Young,On the Beach,Rock,8,,
Y:\Neil Young\Neil Young - Time Fades Away (Vinyl)(1973),Neil Young,Time Fades Away (Vinyl),,8,,
Y:\Neil Young\Neil Young - Tonight_s the Night(1975),Neil Young,Tonight's the Night,,12,,
Y:\Neko Case\Neko Case - Blacklisted (2002),Neko Case,Blacklisted,,14,,
Y:\Neko Case\Neko Case - Fox Confessor Brings The Flood (2006),Neko Case,Fox Confessor Brings The Flood,,12,,
"Y:\Neko Case\Neko Case - The Worse Things Get, The Harder I Fight, The Harder I Fight, The More I Love You (2013)",Neko Case,"The Worse Things Get, The Harder I Fight, The Harder I Fight, The More I Love You",,12,,
Y:\Nena\Nena - 99 Luftballons(1984),Nena,99 Luftballons,,11,,
Y:\Nena\Nena - Nena(1983),Nena,Nena,,12,,
Y:\Neneh Cherry\Neneh Cherry - Raw Like Sushi (30th Anniversary Edition  Deluxe) (2020),Neneh Cherry,Raw Like Sushi (30th Anniversary Edition / Deluxe) [CD 1],Blues,31,,
Y:\Neon Indian\Neon Indian - Vega Intl. Night School (2015),Neon Indian,Vega Intl. Night School,Blues,14,,
Y:\Neu!\Neu! - Neu! (1972),Neu!,Neu!,,6,,
Y:\Neu!\Neu! - Neu! 2 (1973),Neu!,Neu! 2,,11,,
Y:\Neutral Milk Hotel\Neutral Milk Hotel - In The Aeroplane Over The Sea(1998),Neutral Milk Hotel,In The Aeroplane Over The Sea,,11,,
