folder,album_artist,album,current_genre,tracks,new_genre,
Y:\Radiohead\Radiohead - OK Computer (Oknotok 1997-2017) (2017),Radiohead,OK Computer [OKNOTOK 1997 2017],,23,,
Y:\Radiohead\Pablo Honey (1993),Radiohead,Pablo Honey,Blues,11,,
Y:\Radiohead\Pablo Honey (2009-03-24),Radiohead,Pablo Honey,Blues,16,,
Y:\#recycle\Releases\release_786622,Radiohead,Pablo Honey (Japan Special Edition) [CD 2],Blues,1,,
Y:\_Untagged\Pablo Honey (Japan Special Edition) [CD 2] (1993),Radiohead,Pablo Honey (Japan Special Edition) [CD 2],Blues,6,,
"Y:\Radiohead\Radiohead - The Bends (Remastered, 2009) (2CD) (1995)",Radiohead,"The Bends (Remastered, 2009) (2CD)",,33,,
Y:\Radiohead\Radiohead - The King Of Limbs (2011),Radiohead,The King Of Limbs,,8,,
Y:\Radiohead\The King of Limbs_ Live From the Basement (2011-12),Radiohead,The King of Limbs: Live From the Basement,,1,,
Y:\Radiohead\The King of Limbs_ Live from the Basement (2011-12-19),Radiohead,The King of Limbs: Live from the Basement,,3,,
Y:\Radiohead\Radiohead - TKOL RMX 1234567 (2011),Radiohead,TKOL RMX 1234567 [CD 2],,19,,
Y:\Rahsaan Rolland Kirk\Rahsaan Rolland Kirk - And Al Hibbler A Meeting Of The Times (1972),Rahsaan Rolland Kirk,And Al Hibbler: A Meeting Of The Times,,9,,
Y:\Ramones\Ramones - Anthology Hey Ho Let's Go (1999),Ramones,Anthology: Hey Ho Lets Go  (Disc 1),Punk Rock,58,,
"Y:\Ramones\Ramones - Leave home (2002, Remastered US) (1977)",Ramones,"Leave home (2002, Remastered US)",,31,,
"Y:\Compilations\Various Artists - No Thanks! The '70s Punk Rebellion (4CD, Box-Set) (2003)",Ramones,"No Thanks! The '70s Punk Rebellion (4CD, Box-Set) [CD 3]",,100,,
Y:\Ramones\Ramones - Ramones (1976),Ramones,Ramones,Rock,14,,
Y:\Ramones\Ramones - Road To Ruin (1978),Ramones,Road To Ruin,Punk Rock,12,,
"Y:\Ramones\Ramones - Rocket To Russia (2001, Remastered EU) (1977)",Ramones,"Rocket To Russia (2001, Remastered EU)",,19,,
Y:\Ran Blake\Ran Blake - All That Is Tied (2006),Ran Blake,All That Is Tied,,12,,
Y:\Ran Blake\Ran Blake - Driftwoods (2009),Ran Blake,Driftwoods,Blues,14,,
Y:\Ran Blake Quartet\Ran Blake Quartet - Short Life Of Barbara Monk (1986),Ran Blake Quartet,Short Life Of Barbara Monk,,11,,
Y:\Ran Blake Quartet\Ran Blake Quartet - Short Life Of Barbara Monk(1986),Ran Blake Quartet,Short Life Of Barbara Monk,,11,,
Y:\Randy Newman\Randy Newman - Good Old Boys (1974),Randy Newman,Good Old Boys,,12,,
Y:\Philip Glass\Philip Glass - Ravi Shankar (1990),"Ravi Shankar, Philip Glass",Passages,,6,,
Y:\Ray Charles\Ray Charles - Modern Sounds in Country and Western Music (1962),Ray Charles,Modern Sounds in Country and Western Music,,15,,
Y:\Ray Charles\Ray Charles - Ray Charles At Newport (1958),Ray Charles,Ray Charles At Newport,,8,,
"Y:\Ray Charles\Ray Charles - The Birth Of Soul (3CD, Box-Set) (1991)",Ray Charles,"The Birth Of Soul (3CD, Box-Set) [CD 2]",,53,,
Y:\Ray Charles\Ray Charles - The Essential (2013),Ray Charles,The Essential,,20,,
Y:\Ray Charles\Ray Charles - The Genius Sings The Blues (1961),Ray Charles,The Genius Sings The Blues,,12,,
Y:\Real Estate\Real Estate - Atlas (2014),Real Estate,Atlas,,10,,
Y:\Real Estate\Real Estate - Days (2011),Real Estate,Days,,10,,
Y:\Real Estate\Real Estate - Real Estate (2009),Real Estate,Real Estate,,10,,
Y:\Red House Painters\Red House Painters - Down Colorful Hill (1992),Red House Painters,Down Colorful Hill,,6,,
Y:\Red House Painters\Red House Painters - Ocean Beach (1995),Red House Painters,Ocean Beach,Blues,9,,
Y:\Red House Painters\Red House Painters - Red House Painters I (1993),Red House Painters,Red House Painters I,,14,,
Y:\Red House Painters\Red House Painters - Red House Painters III (1993),Red House Painters,Red House Painters III,,8,,
Y:\Red House Painters\Red House Painters - Songs For A Blue Guitar (1996),Red House Painters,Songs For A Blue Guitar,,11,,
Y:\Red Nichols\Red Nichols - Big Bands Of The Swingin' Years Red Nichols (Digitally Remastered) (2010),Red Nichols,Big Bands Of The Swingin' Years: Red Nichols (Digitally Remastered),,14,,
Y:\Belle & Sebastian\Belle & Sebastian - Various Artists (2006),Rehash,Late Night Tales,,26,,
Y:\Reigning Sound\Reigning Sound - Shattered (2014),Reigning Sound,Shattered,,11,,
Y:\Compilations\Various Artists - Blue Note Rare Grooves (1996),Reuben Wilson,Blue Note Rare Grooves,,13,,
Y:\Reverend Horton Heat\Reverend Horton Heat - Smoke _Em If You Got _Em(1991),Reverend Horton Heat,Smoke 'Em If You Got 'Em,,12,,
Y:\Reverend Horton Heat\Reverend Horton Heat - The Full-Custom Gospel Sounds Of (1993),Reverend Horton Heat,The Full-Custom Gospel Sounds Of,,12,,
Y:\Rhye\Rhye - Open (EP) (2012),Rhye,Open - EP,Electronic,6,,
Y:\Rhye\Rhye - The Fall (EP) (2012),Rhye,The Fall EP,Lo-Fi,6,,
Y:\Rhye\Rhye - Woman (2013),Rhye,Woman,,10,,
Y:\Richard Berry\Richard Berry - Barbecue bob (2010),Richard Berry,ABC of the Blues [52-CD Box Set] [CD 2],,20,Blues,
Y:\Richard Galliano\Richard Galliano - Bach (2010),Richard Galliano,Bach,,16,,
Y:\Richard Galliano\Richard Galliano - Mozart (2016),Richard Galliano,Mozart,Blues,11,,
Y:\Richard Hell the Voidoids\Richard Hell the Voidoids - Blank Generation(1977),Richard Hell & The Voidoids,"Blank Generation [1990, 7599-26137-2]",Punk,12,,
Y:\Richard M. Sherman\Richard M. Sherman - Robert B. Sherman (2004),"Richard M. Sherman, Robert B. Sherman",Mary Poppins (Special Edition) [CD 1],,51,,
Y:\Rickie Lee Jones\Rickie Lee Jones - It's Like This (2000),Rickie Lee Jones,It's Like This,,11,,
Y:\Ride\Ride - Going Blank Again(1992),Ride,Going Blank Again,,10,,
Y:\Ride\Ride - Nowhere(1990),Ride,Nowhere,,11,,
Y:\Ride\Ride - Tarantula (1996),Ride,Tarantula,Blues,12,,
Y:\Ride\Ride - Weather Diaries (2017),Ride,Weather Diaries,Rock,11,,
Y:\Ringo Starr\Ringo Starr - Beaucoups Of Blues (1995_ Remaster - Japan)(1970),Ringo Starr,"Beaucoups Of Blues (1995, Remaster - Japan)",Blues,14,,
Y:\Ringo Starr\Ringo Starr - Blast From Your Past(1976),Ringo Starr,Blast From Your Past,,10,,
Y:\Rjd2\Rjd2 - Dead Ringer (2002),Rjd2,Dead Ringer,,16,,
Y:\Rjd2\Rjd2 - The Horror (2003),Rjd2,The Horror,,10,,
Y:\Robert Ashley\Robert Ashley - Automatic Writing (1979),Robert Ashley,Automatic Writing,,3,,
Y:\Robert Johnson - ABC of the Blues [52-CD Box Set](2010),Robert Johnson,ABC of the Blues [52-CD Box Set]  [CD 18],,20,Blues,
Y:\Robert Johnson\Robert Johnson - King Of The Delta Blues(1997),Robert Johnson,King Of The Delta Blues,Blues,16,,
Y:\Robert Nighthawk\Robert Nighthawk - Johnny Otis (2010),Robert Nighthawk,ABC of the Blues [52-CD Box Set]  [CD 34],,20,Blues,
Y:\Rodriguez\Rodriguez - Cold Fact (1991_ Remaster)(1970),Rodriguez,"Cold Fact (1991, Remaster)",,12,,
Y:\Rodriguez\Rodriguez - Coming From Reality (2005_ Remaster)(1971),Rodriguez,"Coming From Reality (2005, Remaster)",,10,,
Y:\Roger McGough\Roger McGough - A Summer with Monika (1978),Roger McGough,A Summer with Monika,,19,,
Y:\Roger Sanchez\Choice_ A Collection of Classics (2007-01-29),Roger Sanchez,Choice: A Collection of Classics,,27,,
"Y:\Roky Erickson\Roky Erickson - Anthology, I Have Always Been Here Before (2005)",Roky Erickson,"Anthology, I Have Always Been Here Before  [CD 1]",Blues,43,,
Y:\Roky Erickson and The Aliens\Roky Erickson and The Aliens - The Evil One (1981),Roky Erickson and The Aliens,The Evil One,,15,,
Y:\Okkervil River\Okkervil River - Roky Erickson (2010),"Roky Erickson, Okkervil River",True Love Cast Out All Evil,,12,,
Y:\Rone\Rone - Tohu Bohu (2012),Rone,Tohu Bohu,,10,,
Y:\Roni Size\Roni Size - Take Lontrol (2014),Roni Size,Take Lontrol,,16,,
Y:\Roni Size Reprazent\Roni Size Reprazent - New Forms (1997),Roni Size Reprazent,New Forms,,23,,
Y:\Compilations\Various Artists - Blue Note Trip 2 (2004),Ronnie Foster,Blue Note Trip 2 (CD 1): Sunset,,34,,
Y:\Compilations\Various Artists - Blue Note Trip 3 (2004),Ronnie Laws,Blue Note Trip 3 (CD 2): Gettin' Up,,31,,
Y:\Son House\Son House - Roosevelt Sykes (2010),Roosevelt Sykes,ABC of the Blues [52-CD Box Set]  [CD 41],,20,Blues,
Y:\Lizzy Mercier Descloux\Lizzy Mercier Descloux - Rosa yemen (1979),"Rosa yemen, Lizzy Mercier Descloux","Press Color (2003, Reissue)",Blues,18,,
Y:\Roscoe Mitchell\Roscoe Mitchell - Nonaah (1977),Roscoe Mitchell,Nonaah [CD 2],,14,,
Y:\Rose City Band\Rose City Band - Earth Trip (2021),Rose City Band,Earth Trip,Folk,8,,
Y:\Rose City Band\Rose City Band - Garden Party (2023),Rose City Band,Garden Party,Rock,8,,
Y:\Rose City Band\Rose City Band - Rose City Band (2019),Rose City Band,Rose City Band,Indie-Rock/Psychedelic/Folk,7,,
Y:\Rose City Band\Rose City Band - Sol Y Sombra (2025),Rose City Band,Sol Y Sombra,Rock,10,,
Y:\Rose City Band\Rose City Band - Summerlong (2020),Rose City Band,Summerlong,Indie-Rock/Psychedelic/Folk,8,,
Y:\Roxy Music\Roxy Music - Roxy Music (2012),Roxy Music,"Singles, B-Sides And Alternative Mixes CD1",Blues,106,,
Y:\Roy Harper\Roy Harper - HQ (1975),Roy Harper,HQ,Folk,10,,
Y:\Roy Milton\Roy Milton - Amos Milburn (2010),Roy Milton,ABC of the Blues [52-CD Box Set]  [CD 30],,20,Blues,
Y:\Roy Orbison\Roy Orbison - The Essential Roy Orbison (2010),Roy Orbison,The Essential Roy Orbison,,42,,
Y:\Royal Headache\Royal Headache - Royal Headache (2011),Royal Headache,Royal Headache,Other,12,,
Y:\Rubblebucket\Rubblebucket - Omega La La (2011),Rubblebucket,Omega La La,,11,,
Y:\Rubblebucket\Rubblebucket - Survival Sounds (2014),Rubblebucket,Survival Sounds,,11,,
Y:\Rubblebucket\Rubblebucket - Triangular Daisies (EP) (2010),Rubblebucket,Triangular Daisies (EP),,6,,
Y:\Run D.M.C\Run D.M.C - King Of Rock(1985),Run D.M.C,King Of Rock,,9,,
Y:\Run D.M.C\Run D.M.C - Raising Hell (remastered_ 2005)(1986),Run D.M.C,"Raising Hell (remastered, 2005)",,17,,
Y:\Run D.M.C\Run D.M.C - Walk This Way - The Best Of(2010),Run D.M.C,Walk This Way - The Best Of,,16,,
Y:\#recycle\Releases\release_864670,Run The Jewels,RTJ3,Hip-Hop,4,,
Y:\Run the Jewels\RTJ3 (2016),Run The Jewels,RTJ3,Hip-Hop,2,,
Y:\Run the Jewels\RTJ4 (2020),Run The Jewels,RTJ4,Hip-Hop,1,,
Y:\Run the Jewels\RTJ4 (2020-06-02),Run the Jewels,RTJ4,Hip-Hop,10,,
Y:\Run the Jewels\Run the Jewels (2013),Run the Jewels,Run the Jewels,,10,,
Y:\Run the Jewels\Run The Jewels 2 (2014),Run The Jewels,Run The Jewels 2,Hip-Hop,1,,
Y:\Run the Jewels\Run the Jewels 2 (2014-10-24),Run the Jewels,Run the Jewels 2,Hip-Hop,9,,
Y:\Run the Jewels\Run the Jewels 2 (2014-10-27),Run the Jewels,Run the Jewels 2,Hip-Hop,1,,
Y:\Run the Jewels\Run the Jewels 3 (2016-12-25),Run the Jewels,Run the Jewels 3,Hip-Hop,8,,
Y:\Ryuichi Sakamoto\Ryuichi Sakamoto - Async (2017),Ryuichi Sakamoto,async,*,14,,
Y:\Ryuichi Sakamoto\Ryuichi Sakamoto - Alva Noto (2015),"Ryuichi Sakamoto, Alva Noto & Bryce Dessner",The Revenant (OST),Soundtrack,23,,
Y:\Sadael\Sadael - Vox Clamantis (2009),Sadael,Desolation (Split),,8,,
Y:\Saint Etienne\Saint Etienne - Foxbase Alpha (Deluxe Edition) (2CD) (2009),Saint Etienne,Foxbase Alpha (Deluxe Edition) (2CD),,27,,
Y:\Saint Etienne\Saint Etienne - So Tough (2010),Saint Etienne,So Tough,,15,,
Y:\Saint Etienne\Saint Etienne - Sound Of Water (2010),Saint Etienne,Sound Of Water,,10,,
Y:\Compilations\Various Artists - The Rough Guide to Bellydance Cafe (2007),Salatin El Tarab Orchestra,The Rough Guide to Bellydance Cafe,,18,,
"Y:\Sam Cooke\Sam Cooke - Live At The Harlem Square Club, 1963 (1985)",Sam Cooke,"Live At The Harlem Square Club, 1963",,9,,
Y:\Sam Cooke\Sam Cooke - Live At The Harlem Square Club_ 1963(1985),Sam Cooke,"Live At The Harlem Square Club, 1963",,9,,
Y:\Compilations\Various Artists - Fabric 69 Sandwell District (2013),Sandwell District,Fabric 69,Techno,30,,
Y:\Sandy Denny\Sandy Denny - Sandy (1972),Sandy Denny,Sandy,,15,,
Y:\Compilations\Various Artists - Sgt. Pepper's Lonely Hearts Club Band (1978),Sandy Farina,Sgt. Pepper's Lonely Hearts Club Band,,24,,
Y:\Santigold\Santigold - I Don't Want The Gold Fire Sessions (2018),Santigold,I Don't Want: The Gold Fire Sessions,New Wave | Hip Hop,10,,
Y:\Ran Blake\Ran Blake - Sara Serpa (2010),"Sara Serpa, Ran Blake",Camera Obscura,,10,,
Y:\Saul Williams\Saul Williams - MartyrLoserKing (2016),Saul Williams,MartyrLoserKing,Blues,12,,
Y:\Scissor Sisters\Scissor Sisters - Scissor Sisters (2004),Scissor Sisters,Scissor Sisters,Blues,14,,
Y:\Scott Walker\Scott Walker - 5 Easy Pieces (2003),Scott Walker,5 Easy Pieces [CD 1],,92,,
Y:\Scott Walker\Scott Walker - Scott (1967),Scott Walker,Scott,,12,,
Y:\Scott Walker\Scott Walker - Scott 2 (1968),Scott Walker,Scott 2,,12,,
Y:\Scott Walker\Scott Walker - Scott 3 (1969),Scott Walker,Scott 3,,13,,
Y:\Scott Walker\Scott Walker - Scott 4 (1969),Scott Walker,Scott 4,,10,,
Y:\Scott Walker\Scott Walker - Sunn O))) (2014),"Scott Walker, Sunn O)))",Soused,,5,,
Y:\Screamin' Jay Hawkins\Screamin' Jay Hawkins - Earl Hooker (2010),Screamin' Jay Hawkins,ABC of the Blues [52-CD Box Set]  [CD 14],,20,Blues,
Y:\Compilations\Various Artists - Fabric 01 Craig Richards (2001),SCSI-9,Fabric 01: Craig Richards,Blues,16,,
"Y:\Sepultura\Sepultura - Arise (1997, Remaster) (1991)",Sepultura,"Arise (1997, Remaster)",Thrash Metal,13,,
Y:\Sepultura\Sepultura - Beneath The Remains (1989),Sepultura,Beneath The Remains,,10,,
Y:\Sepultura\Sepultura - Chaos A.D. (Reissue) (1996),Sepultura,Chaos A.D. (Reissue),,16,,
Y:\Sepultura\Sepultura - Roots (Japan) (1996),Sepultura,Roots (Japan),Blues,17,,
Y:\Serge Gainsbourg\Serge Gainsbourg - Gainsbourg... Forever (2CD) (2001),Serge Gainsbourg,Gainsbourg... Forever (2CD),,42,,
Y:\Serge Gainsbourg\Serge Gainsbourg - Histoire De Melody Nelson(1971),Serge Gainsbourg,Histoire De Melody Nelson,,7,,
Y:\Serge Gainsbourg\Serge Gainsbourg - Le Claqueur De Mots (1958-1959) (2010),Serge Gainsbourg,Le Claqueur De Mots (1958-1959),,43,,
Y:\Seun Kuti\Seun Kuti - From Africa With Fury Rise (2012),Seun Kuti,From Africa With Fury Rise,,7,,
Y:\Seun Kuti\Seun Kuti - Egypt 80 (2014),"Seun Kuti, Egypt 80",A Long Way To The Beginning,,7,,
Y:\Seun Kuti\Seun Kuti - Fela's Egypt 80 (2008),"Seun Kuti, Fela's Egypt 80",Many Things,,7,,
Y:\Sex Pistols\Sex Pistols - Never Mind the Bollocks(1977),Sex Pistols,Never Mind the Bollocks,,12,,
Y:\Sex Pistols\Sex Pistols - The Great Rock _N_ Roll Swindle(1980),Sex Pistols,The Great Rock 'N' Roll Swindle,,24,,
Y:\Sexwitch\Sexwitch - Sexwitch (2015),SEXWITCH,SEXWITCH,"Psychodelic, Folk, Indie",6,,
Y:\Shabaka And The Ancestors\Shabaka And The Ancestors - Wisdom Of Elders (2016),Shabaka And The Ancestors,Wisdom Of Elders,Blues,9,,
Y:\Shackleton\Shackleton - Fabric 55 Shackleton (2010),Shackleton,Fabric 55: Shackleton,,22,,
Y:\Compilations\Various Artists - Pebbles Vol.01 (1992),Shadows Of Knight,Pebbles Vol.01,,20,,
"Y:\Shaggs\Shaggs - Philosophy of the World (1999, Remastered EU) (1969)",Shaggs,"Philosophy of the World (1999, Remastered EU) (cat #: BMG / RCA Victor - 09026 63371 2)",,12,,
Y:\Helen Anahita Wilson\Helen Anahita Wilson - Shahbaz Hussain (2019),"Shahbaz Hussain, Helen Anahita Wilson",Diwan,Blues,7,,
Y:\Sharon Van Etten\Sharon Van Etten - Are We there (2014),Sharon Van Etten,Are We there,,11,,
Y:\Sheer Mag\Sheer Mag - 7'' II (EP) (2015),Sheer Mag,7'' II EP,Punk,4,,
Y:\Compilations\Various Artists - 100% Dynamite NYC! (2CD) (2009),Shinehead,100% Dynamite NYC! (2CD),,22,,
Y:\Shirley Bassey\Shirley Bassey - And I love you so (1972),Shirley Bassey,And I love you so,,14,,
Y:\Jonny Greenwood\Jonny Greenwood - Shye Ben Tzur (2015),"Shye Ben Tzur, Jonny Greenwood, The Rajasthan Express",Junun [CD 2],Blues,13,,
Y:\Sidney Bechet\Sidney Bechet - Claude Luter (1948),"Sidney Bechet, Claude Luter",Jazz In Paris [Box Set] [CD 22]: Sidney Bechet Et Claude Luter,,18,Jazz,
Y:\Compilations\Various Artists - Scuba DJ-Kicks (2011),Sigha,Scuba DJ-Kicks (cat #: Studio !K7 – !K7291CD),,32,,
Y:\Silver Apples\Silver Apples - Contact (1969),Silver Apples,Contact (Cat #: Whirlybird Rec. - WR102),,9,,
Y:\Silver Apples\Silver Apples - Silver Apples (1968),Silver Apples,Silver Apples (Cat #: Whirlybird Rec. - WR101),,10,,
Y:\Silver Jews\Silver Jews - American Water (1998),Silver Jews,American Water,,12,,
Y:\Compilations\Various Artists - Fabriclive 41 - Simian Mobile Disco (2008),Simian Mobile Disco,Fabriclive 41 - Simian Mobile Disco,,22,,
Y:\Simon & Garfunkel\Simon & Garfunkel - Greatest Hits (1972),Simon & Garfunkel,Greatest Hits,,14,,
Y:\Simon & Garfunkel\Simon & Garfunkel - Sounds Of Silence (1965),Simon & Garfunkel,Sounds Of Silence,Blues,15,,
Y:\the Banshees Siouxsie\the Banshees Siouxsie - A Kiss In The Dreamhouse(1982),"Siouxsie, the Banshees",A Kiss In The Dreamhouse,,13,,
Y:\the Banshees Siouxsie\the Banshees Siouxsie - Join Hands(1979),"Siouxsie, the Banshees",Join Hands,,10,Rock,
Y:\the Banshees Siouxsie\the Banshees Siouxsie - Juju(1981),"Siouxsie, the Banshees",Juju,,9,Rock,
Y:\the Banshees Siouxsie\the Banshees Siouxsie - Kaleidoscope(1980),"Siouxsie, the Banshees",Kaleidoscope,,20,,
Y:\the Banshees Siouxsie\the Banshees Siouxsie - Nocturne(1983),"Siouxsie, the Banshees",Nocturne,,16,,
Y:\the Banshees Siouxsie\the Banshees Siouxsie - The Scream(1978),"Siouxsie, the Banshees",The Scream,,10,,
Y:\Sippie Wallace\Sippie Wallace - Peetie Wheatstraw (2010),Sippie Wallace,ABC of the Blues [52-CD Box Set]  [CD 48],,20,Blues,
"Y:\Sister Nancy\Sister Nancy - One, Two (1982)",Sister Nancy,"One, Two",Blues,10,,
Y:\Compilations\Various Artists - Fabric 72 Rhadoo (2013),Sit,Fabric 72: Rhadoo,,17,,
Y:\Skepta\Skepta - Konnichiwa (2016),Skepta,Konnichiwa,Hip-Hop,12,,
Y:\Slade\Slade - Sladest (2011 remastered) (1973),Slade,Sladest (2011 remastered),,18,,
Y:\Sleaford Mods\Sleaford Mods - Austerity Dogs (2013),Sleaford Mods,Austerity Dogs,Blues,13,,
Y:\Sleaford Mods\Sleaford Mods - Divide And Exit (2014),Sleaford Mods,Divide And Exit,,14,,
Y:\Sleaford Mods\Sleaford Mods - English Tapas (2017),Sleaford Mods,English Tapas,Blues,12,,
Y:\Sleaford Mods\Sleaford Mods - Key Markets (2015),Sleaford Mods,Key Markets,,12,,
Y:\Sleaford Mods\Sleaford Mods - Sleaford Mods (EP) (2018),Sleaford Mods,Sleaford Mods EP,Post-Punk,5,,
Y:\Sleater-Kinney\Sleater-Kinney - No Cities To Love (2015),Sleater Kinney,No Cities To Love,Alternative,10,,
Y:\Sleater-Kinney\Sleater-Kinney - All Hands On The Bad One (2000),Sleater-Kinney,All Hands On The Bad One,,13,,
Y:\Sleater-Kinney\Sleater-Kinney - Call The Doctor (1996),Sleater-Kinney,Call The Doctor,,12,,
Y:\Sleater-Kinney\Sleater-Kinney - Dig Me Out (1997),Sleater-Kinney,Dig Me Out,,13,,
Y:\Sleater-Kinney\Sleater-Kinney - One Beat (2002),Sleater-Kinney,One Beat,,12,,
Y:\Sleater-Kinney\Sleater-Kinney - The Hot Rock (1999),Sleater-Kinney,The Hot Rock,,13,,
Y:\Sleater-Kinney\Sleater-Kinney - The Woods (2005),Sleater-Kinney,The Woods,,10,,
Y:\Sleeper\Sleeper - Smart (1995),Sleeper,Smart,,12,,
"Y:\Slint\Slint - Spiderland (2014, Remaster) (1991)",Slint,"Spiderland (2014, Remaster) [CD 2]",,20,,
Y:\Slowdive\Slowdive - Slowdive (2017),Slowdive,Slowdive,Indie,8,,
Y:\Slowthai\Slowthai - Nothing Great About Britain (2019),slowthai,Nothing Great About Britain,Hip-Hop,17,,
"Y:\Slum Village\Slum Village - Fan-Tas-Tic, Vol. 1 (2006)",Slum Village,"Fan-Tas-Tic, Vol. 1",,24,,
Y:\Sly & The Family Stone\Sly & The Family Stone - Fresh (1973),Sly & The Family Stone,Fresh,,11,,
"Y:\Sly & The Family Stone\Sly & The Family Stone - Stand! (2007, Remaster) (1969)",Sly & The Family Stone,"Stand! (2007, Remaster)",,13,,
"Y:\Sly & The Family Stone\Sly & The Family Stone - There's A Riot Goin' On (2007, Remaster) (1971)",Sly & The Family Stone,"There's A Riot Goin' On (2007, Remaster)",,16,,
Y:\Small Faces\Small Faces - Small Faces (Remastered_ 1997)(1966),Small Faces,"Small Faces (Remastered, 1997)",,17,,
Y:\Small Faces\Small Faces - The Complete Collection(1992),Small Faces,The Complete Collection,,24,,
Y:\Snooks Eaglin\Snooks Eaglin - Sleepy John Estes (2010),Snooks Eaglin,ABC of the Blues [52-CD Box Set] [CD 10],,20,Blues,
"Y:\Compilations\Various Artists - Brazilian Beats (8CD, Box-Set) (2007)",Som Tres,Brazilian Beats 'n Pieces: The Best Of Brazilian Beats,Brazilian Fusion,147,,
Y:\Sonic Youth\Sonic Youth - Goo (1990),Sonic Youth,Goo,Blues,11,,
Y:\Sonny Boy Williamson II\Sonny Boy Williamson II - Sonny Boy Williamson I (2010),Sonny Boy Williamson II,ABC of the Blues [52-CD Box Set]  [CD 50],,21,Blues,
Y:\Sonny Fisher\Sonny Fisher - Various Artists (2012),Sonny Fisher,It's Saturday Night! Starday-Dixie Rockabilly 1955-1961 Vol 1,,35,,
"Y:\Sonny Rollins\Sonny Rollins - A Night At The Village Vanguard (1987, Remaster) (1957)",Sonny Rollins,"A Night At The Village Vanguard (1987, Remaster) [CD 2]",Blues,16,,
"Y:\Sonny Rollins\Sonny Rollins - Saxophone Colossus (2006, Remaster) (1956)",Sonny Rollins,"Saxophone Colossus (2006, Remaster)",Blues,5,,
Y:\Sonny Rollins\Sonny Rollins - Sonny Side Up (1957),Sonny Rollins,Sonny Side Up,,4,,
Y:\Sonny Rollins\Sonny Rollins - Way Out West (1957),Sonny Rollins,Way Out West,,6,,
Y:\Dizzy Gillespie\Dizzy Gillespie - Sonny Rollins (1957),"Sonny Rollins, Sonny Stitt, Dizzy Gillespie",Sonny Side Up (single),,4,,
"Y:\Sonny Sharrock\Sonny Sharrock - Guitar (1994, Remaster) (1986)",Sonny Sharrock,"Guitar (1994, Remaster)",,9,,
Y:\Sonny Terry\Sonny Terry - Eddie Taylor (2010),Sonny Terry,ABC of the Blues [52-CD Box Set]  [CD 44],,20,Blues,
Y:\Sonny Terry\Sonny Terry - Brownie McGhee (1959),"Sonny Terry, Brownie McGhee",Back To New Orleans,,21,,
Y:\Sons of Kemet\Sons of Kemet - Your Queen Is A Reptile (2018),Sons of Kemet,Your Queen Is A Reptile,Jazz,9,,
Y:\Soulwax\Soulwax - Essential (2018),Soulwax,ESSENTIAL,,12,,
Y:\Soulwax\Soulwax - From Deewee (2017),Soulwax,From Deewee,Blues,12,,
Y:\Sound\Sound - From The Lions Mouth (1981),Sound,From The Lions Mouth,,10,,
Y:\Spacemen 3\Spacemen 3 - Playing With Fire(1989),Spacemen 3,Playing With Fire,,13,,
Y:\Spacemen 3\Spacemen 3 - The Perfect Prescription(1987),Spacemen 3,The Perfect Prescription,,13,,
Y:\Compilations\Various Artists - Fabriclive 33 - Spank Rock (2007),Spank Rock,Fabriclive 33 - Spank Rock,,29,,
Y:\Sparks\Sparks - Kimono My House & Big Beat (2000),Sparks,Kimono my house/Big beat,Blues,23,,
Y:\Sparks\Sparks - New Music For Amnesiacs - The Essential Collection (2013),Sparks,New Music For Amnesiacs - The Essential Collection [CD 1],,40,,
Y:\Compilations\Various Artists - Late Night Tales  Nouvelle Vague (2007),Special A.K.A.,Late Night Tales  Nouvelle Vague,,21,,
Y:\Spice Girls\Spice Girls - Spice (1996),Spice Girls,Spice,Blues,10,,
Y:\Spiritualized\Spiritualized - Amazing Grace(2003),Spiritualized,Amazing Grace,Rock,11,,
Y:\Spiritualized\Spiritualized - Ladies and Gentlemen We Are Floating in Space(1997),Spiritualized,Ladies and Gentlemen We Are Floating in Space,Rock,12,,
Y:\Spiritualized\Spiritualized - Let It Come Down(2001),Spiritualized,Let It Come Down,Rock,11,,
Y:\Spiritualized\Spiritualized - Royal Albert Hall October 10 1997 (1998),Spiritualized,Royal Albert Hall October 10 1997 Disc 1,Rock,14,,
Y:\Spiritualized\Spiritualized - Songs In A&E(2008),Spiritualized,Songs In A&E,Alt. Rock,18,,
Y:\Spiritualized\Spiritualized - Sweet Heart Sweet Light(2012),Spiritualized,Sweet Heart Sweet Light,Rock,11,,
Y:\Compilations\Various Artists - Fabriclive 57 - Jackmaster (2011),Splack Pack,Fabriclive 57 - Jackmaster,,29,,
Y:\St. Vincent\St. Vincent - Actor (2009),St. Vincent,Actor,,11,,
Y:\St. Vincent\St. Vincent - Marry Me (2007),St. Vincent,Marry Me,Chamber Pop,11,,
Y:\St. Vincent\St. Vincent - Masseduction (Japan Edition) (2017),St. Vincent,Masseduction (Japan Edition),,14,,
Y:\St. Vincent\St. Vincent - Strange Mercy (2011),St. Vincent,Strange Mercy,,11,,
Y:\David Byrne\David Byrne - St. Vincent (2012),"St. Vincent, David Byrne",Love This Giant,Blues,12,,
Y:\Staff Benda Bilili\Staff Benda Bilili - Bouger le monde! (2012),Staff Benda Bilili,Bouger le monde!,,11,,
Y:\Staff Benda Bilili\Staff Benda Bilili - Tres Tres Fort (2009),Staff Benda Bilili,Tres Tres Fort,,11,,
